,accepted_species,accepted_ipni_id,accepted_name,accepted_name_w_author,accepted_family,accepted_rank,accepted_parent,accepted_parent_w_author,accepted_parent_id,accepted_parent_ipni_id,accepted_parent_rank,plant_name_id,ipni_id,taxon_rank,taxon_status,family,genus_hybrid,genus,species_hybrid,species,infraspecific_rank,infraspecies,parenthetical_author,primary_author,publication_author,place_of_publication,volume_and_page,first_published,nomenclatural_remarks,geographic_area,lifeform_description,climate_description,taxon_name,taxon_authors,accepted_plant_name_id,basionym_plant_name_id,replaced_synonym_author,homotypic_synonym,parent_plant_name_id,powo_id,hybrid_formula,reviewed,accepted_species_w_author,accepted_species_ipni_id,accepted_species_id,Genus
1235,Gentiana siphonantha,368931-1,Gentiana siphonantha,Gentiana siphonantha Maxim. ex Kusn.,Gentianaceae,Species,Gentiana,Gentiana Tourn. ex L.,2819805,30001281-2,Genus,2821558,368931-1,Species,Accepted,Gentianaceae,,Gentiana,,siphonantha,,,,Maxim. ex Kusn.,,Bull. Acad. Imp. Sci. Saint-Pétersbourg,", sér. 4, 2: 506",(1892),,Qinghai to N. China,perennial,subalpine or subarctic,Gentiana siphonantha,Maxim. ex Kusn.,2821558,,,,2819805,368931-1,,N,Gentiana siphonantha Maxim. ex Kusn.,368931-1,2821558,Gentiana
1236,Exacum affine,367449-1,Exacum affine,Exacum affine Balf.f. ex Regel,Gentianaceae,Species,Exacum,Exacum L.,2805988,16557-1,Genus,2805989,367449-1,Species,Accepted,Gentianaceae,,Exacum,,affine,,,,Balf.f. ex Regel,,Gartenflora, 32: 34,(1883),,"Socotra, SW. Oman",annual,desert or dry shrubland,Exacum affine,Balf.f. ex Regel,2805989,,,,2805988,367449-1,,N,Exacum affine Balf.f. ex Regel,367449-1,2805989,Exacum
1237,Gentiana prolata,368719-1,Gentiana prolata,Gentiana prolata Balf.f.,Gentianaceae,Species,Gentiana,Gentiana Tourn. ex L.,2819805,30001281-2,Genus,2821236,368719-1,Species,Accepted,Gentianaceae,,Gentiana,,prolata,,,,Balf.f.,,Trans. Bot. Soc. Edinburgh, 27: 266,(1918),,C. & E. Himalaya to SE. Tibet,perennial,subalpine or subarctic,Gentiana prolata,Balf.f.,2821236,,,,2819805,368719-1,,N,Gentiana prolata Balf.f.,368719-1,2821236,Gentiana
1238,Gentiana tibetica,369036-1,Gentiana tibetica,Gentiana tibetica King ex Hook.f.,Gentianaceae,Species,Gentiana,Gentiana Tourn. ex L.,2819805,30001281-2,Genus,2821693,369036-1,Species,Accepted,Gentianaceae,,Gentiana,,tibetica,,,,King ex Hook.f.,,Hooker's Icon. Pl., 15: t. 1441,(1883),,C. & E. Himalaya to S. & SE. Tibet,perennial,subalpine or subarctic,Gentiana tibetica,King ex Hook.f.,2821693,,,,2819805,369036-1,,N,Gentiana tibetica King ex Hook.f.,369036-1,2821693,Gentiana
1239,Gentiana triflora,369055-1,Gentiana triflora,Gentiana triflora Pall.,Gentianaceae,Species,Gentiana,Gentiana Tourn. ex L.,2819805,30001281-2,Genus,2821721,369055-1,Species,Accepted,Gentianaceae,,Gentiana,,triflora,,,,Pall.,,Fl. Ross., 1(2): 105,(1789),,"S. Siberia to Korea and N. China, Japan",perennial,temperate,Gentiana triflora,Pall.,2821721,,,,2819805,369055-1,,N,Gentiana triflora Pall.,369055-1,2821721,Gentiana
1240,Argostemma yappii,743844-1,Argostemma yappii,Argostemma yappii King,Rubiaceae,Species,Argostemma,Argostemma Wall.,14774,34173-1,Genus,15022,743844-1,Species,Accepted,Rubiaceae,,Argostemma,,yappii,,,,King,,"J. Asiat. Soc. Bengal, Pt. 2, Nat. Hist.", 72: 145,(1904),,Pen. Malaysia,subshrub,wet tropical,Argostemma yappii,King,15022,,,,14774,743844-1,,Y,Argostemma yappii King,743844-1,15022,Argostemma
1241,Gentiana burseri,367894-1,Gentiana burseri,Gentiana burseri Lapeyr.,Gentianaceae,Species,Gentiana,Gentiana Tourn. ex L.,2819805,30001281-2,Genus,2820109,367894-1,Species,Accepted,Gentianaceae,,Gentiana,,burseri,,,,Lapeyr.,,Hist. Pl. Pyrénées,: 132,(1813),,Pyrenees,perennial,temperate,Gentiana burseri,Lapeyr.,2820109,,,,2819805,367894-1,,N,Gentiana burseri Lapeyr.,367894-1,2820109,Gentiana
1242,Gentiana verna,369094-1,Gentiana verna,Gentiana verna L.,Gentianaceae,Species,Gentiana,Gentiana Tourn. ex L.,2819805,30001281-2,Genus,2821774,369094-1,Species,Accepted,Gentianaceae,,Gentiana,,verna,,,,L.,,Sp. Pl.,: 228,(1753),,"W. Ireland to Mts. of Europe, Caucasus",perennial,temperate,Gentiana verna,L.,2821774,,,,2819805,369094-1,,N,Gentiana verna L.,369094-1,2821774,Gentiana
1243,Gentiana linearis,108395-2,Gentiana linearis,Gentiana linearis Froel.,Gentianaceae,Species,Gentiana,Gentiana Tourn. ex L.,2819805,30001281-2,Genus,2820826,108395-2,Species,Accepted,Gentianaceae,,Gentiana,,linearis,,,,Froel.,,Gentiana,: 37,(1796),,E. Canada to E. U.S.A.,perennial,temperate,Gentiana linearis,Froel.,2820826,,,,2819805,108395-2,,N,Gentiana linearis Froel.,108395-2,2820826,Gentiana
1244,Gentiana purpurea,368772-1,Gentiana purpurea,Gentiana purpurea L.,Gentianaceae,Species,Gentiana,Gentiana Tourn. ex L.,2819805,30001281-2,Genus,2821310,368772-1,Species,Accepted,Gentianaceae,,Gentiana,,purpurea,,,,L.,,Sp. Pl.,: 227,(1753),,"S. Norway, C. Europe",perennial,temperate,Gentiana purpurea,L.,2821310,,,,2819805,368772-1,,N,Gentiana purpurea L.,368772-1,2821310,Gentiana
1245,Cryptostegia madagascariensis,95963-1,Cryptostegia madagascariensis,Cryptostegia madagascariensis Bojer ex Decne.,Apocynaceae,Species,Cryptostegia,Cryptostegia R.Br.,503273,3293-1,Genus,503277,95963-1,Species,Accepted,Apocynaceae,,Cryptostegia,,madagascariensis,,,,Bojer ex Decne.,A.P.de Candolle,Prodr., 8: 492,(1844),,N. & W. Madagascar,scrambling shrub,seasonally dry tropical,Cryptostegia madagascariensis,Bojer ex Decne.,503277,,,,503273,95963-1,,Y,Cryptostegia madagascariensis Bojer ex Decne.,95963-1,503277,Cryptostegia
1246,Gentiana scabra,368876-1,Gentiana scabra,Gentiana scabra Bunge,Gentianaceae,Species,Gentiana,Gentiana Tourn. ex L.,2819805,30001281-2,Genus,2821457,368876-1,Species,Accepted,Gentianaceae,,Gentiana,,scabra,,,,Bunge,,Verz. Altai Pfl.,: 21,(1836),,SE. Siberia to Japan and N. & E. China,perennial,temperate,Gentiana scabra,Bunge,2821457,,,,2819805,368876-1,,N,Gentiana scabra Bunge,368876-1,2821457,Gentiana
1247,Gentiana kauffmanniana,368364-1,Gentiana kauffmanniana,Gentiana kauffmanniana Regel & Schmalh.,Gentianaceae,Species,Gentiana,Gentiana Tourn. ex L.,2819805,30001281-2,Genus,2820732,368364-1,Species,Accepted,Gentianaceae,,Gentiana,,kauffmanniana,,,,Regel & Schmalh.,,Trudy Imp. S.-Peterburgsk. Bot. Sada,", prepr. 6: 331",(1879),,C. Asia to Xinjiang,perennial,temperate,Gentiana kauffmanniana,Regel & Schmalh.,2820732,,,,2819805,368364-1,,N,Gentiana kauffmanniana Regel & Schmalh.,368364-1,2820732,Gentiana
1248,Exacum tetragonum,367566-1,Exacum tetragonum,Exacum tetragonum Roxb.,Gentianaceae,Species,Exacum,Exacum L.,2805988,16557-1,Genus,2806130,367566-1,Species,Accepted,Gentianaceae,,Exacum,,tetragonum,,,,Roxb.,,Fl. Ind., 1: 413,(1820),,S. China to Trop. Asia and N. Australia,annual,seasonally dry tropical,Exacum tetragonum,Roxb.,2806130,,,,2805988,367566-1,,N,Exacum tetragonum Roxb.,367566-1,2806130,Exacum
1249,Gentiana cephalantha,367951-1,Gentiana cephalantha,Gentiana cephalantha Franch.,Gentianaceae,Species,Gentiana,Gentiana Tourn. ex L.,2819805,30001281-2,Genus,2820190,367951-1,Species,Accepted,Gentianaceae,,Gentiana,,cephalantha,,,,Franch.,,"J. Linn. Soc., Bot.", 26: 125,(1890),,S. China to Indo-China,perennial,temperate,Gentiana cephalantha,Franch.,2820190,,,,2819805,367951-1,,N,Gentiana cephalantha Franch.,367951-1,2820190,Gentiana
1250,Gentiana crassa,368033-1,Gentiana crassa,Gentiana crassa Kurz,Gentianaceae,Species,Gentiana,Gentiana Tourn. ex L.,2819805,30001281-2,Genus,2820297,368033-1,Species,Accepted,Gentianaceae,,Gentiana,,crassa,,,,Kurz,,"J. Asiat. Soc. Bengal, Pt. 2, Nat. Hist.", 42: 235,(1873),,N. Myanmar to N. Thailand,subshrub,temperate,Gentiana crassa,Kurz,2820297,,,,2819805,368033-1,,N,Gentiana crassa Kurz,368033-1,2820297,Gentiana
1251,Gentiana dahurica,368057-1,Gentiana dahurica,Gentiana dahurica Fisch.,Gentianaceae,Species,Gentiana,Gentiana Tourn. ex L.,2819805,30001281-2,Genus,2820341,368057-1,Species,Accepted,Gentianaceae,,Gentiana,,dahurica,,,,Fisch.,,Mém. Soc. Imp. Naturalistes Moscou, 3: 63,(1812),,SE. Siberia to N. China,perennial,temperate,Gentiana dahurica,Fisch.,2820341,,,,2819805,368057-1,,N,Gentiana dahurica Fisch.,368057-1,2820341,Gentiana
1252,Gentiana spathacea,108583-2,Gentiana spathacea,Gentiana spathacea Kunth,Gentianaceae,Species,Gentiana,Gentiana Tourn. ex L.,2819805,30001281-2,Genus,2821566,108583-2,Species,Accepted,Gentianaceae,,Gentiana,,spathacea,,,,Kunth,"F.W.H.von Humboldt, A.J.A.Bonpland & C.S.Kunth",Nov. Gen. Sp., 3: 173,(1819),,Mexico,perennial,subtropical,Gentiana spathacea,Kunth,2821566,,,,2819805,108583-2,,N,Gentiana spathacea Kunth,108583-2,2821566,Gentiana
1253,Gentiana utriculosa,369077-1,Gentiana utriculosa,Gentiana utriculosa L.,Gentianaceae,Species,Gentiana,Gentiana Tourn. ex L.,2819805,30001281-2,Genus,2821752,369077-1,Species,Accepted,Gentianaceae,,Gentiana,,utriculosa,,,,L.,,Sp. Pl.,: 229,(1753),,Mts. of Europe,annual,temperate,Gentiana utriculosa,L.,2821752,,,,2819805,369077-1,,N,Gentiana utriculosa L.,369077-1,2821752,Gentiana
1254,Gentiana algida,367731-1,Gentiana algida,Gentiana algida Pall.,Gentianaceae,Species,Gentiana,Gentiana Tourn. ex L.,2819805,30001281-2,Genus,2819866,367731-1,Species,Accepted,Gentianaceae,,Gentiana,,algida,,,,Pall.,,Fl. Ross., 1(2): 107,(1789),,"Siberia to Himalaya and C. Japan, Alaska to WC. U.S.A.",perennial,temperate,Gentiana algida,Pall.,2819866,,,,2819805,367731-1,,N,Gentiana algida Pall.,367731-1,2819866,Gentiana
1255,Gentiana cruciata,368046-1,Gentiana cruciata,Gentiana cruciata L.,Gentianaceae,Species,Gentiana,Gentiana Tourn. ex L.,2819805,30001281-2,Genus,2820327,368046-1,Species,Accepted,Gentianaceae,,Gentiana,,cruciata,,,,L.,,Sp. Pl.,: 231,(1753),,Europe to W. Siberia and NW. & N. Iran,perennial,temperate,Gentiana cruciata,L.,2820327,,,,2819805,368046-1,,N,Gentiana cruciata L.,368046-1,2820327,Gentiana
1256,Gentiana officinalis,368591-1,Gentiana officinalis,Gentiana officinalis Harry Sm.,Gentianaceae,Species,Gentiana,Gentiana Tourn. ex L.,2819805,30001281-2,Genus,2821065,368591-1,Species,Accepted,Gentianaceae,,Gentiana,,officinalis,,,,Harry Sm.,H.F.von Handel-Mazzetti,Symb. Sin., 7: 979,(1936),,SE. Qinghai to C. China,perennial,temperate,Gentiana officinalis,Harry Sm.,2821065,,,,2819805,368591-1,,N,Gentiana officinalis Harry Sm.,368591-1,2821065,Gentiana
1257,Gentiana kurroo,368382-1,Gentiana kurroo,Gentiana kurroo Royle,Gentianaceae,Species,Gentiana,Gentiana Tourn. ex L.,2819805,30001281-2,Genus,2820759,368382-1,Species,Accepted,Gentianaceae,,Gentiana,,kurroo,,,,Royle,,Ill. Bot. Himal. Mts.,: 278,(1835),,Afghanistan to W. Himalaya,perennial,temperate,Gentiana kurroo,Royle,2820759,,,,2819805,368382-1,,N,Gentiana kurroo Royle,368382-1,2820759,Gentiana
1258,Gentiana makinoi,368477-1,Gentiana makinoi,Gentiana makinoi Kusn.,Gentianaceae,Species,Gentiana,Gentiana Tourn. ex L.,2819805,30001281-2,Genus,2820910,368477-1,Species,Accepted,Gentianaceae,,Gentiana,,makinoi,,,,Kusn.,,Trudy Imp. S.-Peterburgsk. Bot. Sada, 13: 60,(1893),,"Japan (N. & C. Honshu, Shikoku)",perennial,temperate,Gentiana makinoi,Kusn.,2820910,,,,2819805,368477-1,,N,Gentiana makinoi Kusn.,368477-1,2820910,Gentiana
1259,Gentiana manshurica,368483-1,Gentiana manshurica,Gentiana manshurica Kitag.,Gentianaceae,Species,Gentiana,Gentiana Tourn. ex L.,2819805,30001281-2,Genus,2820919,368483-1,Species,Accepted,Gentianaceae,,Gentiana,,manshurica,,,,Kitag.,,Bot. Mag. (Tokyo), 48: 103,(1934),,"S. Russian Far East to China, Taiwan",perennial,temperate,Gentiana manshurica,Kitag.,2820919,,,,2819805,368483-1,,N,Gentiana manshurica Kitag.,368483-1,2820919,Gentiana
1260,Gentiana terglouensis,369019-1,Gentiana terglouensis,Gentiana terglouensis Hacq.,Gentianaceae,Species,Gentiana,Gentiana Tourn. ex L.,2819805,30001281-2,Genus,2821674,369019-1,Species,Accepted,Gentianaceae,,Gentiana,,terglouensis,,,,Hacq.,,Pl. Alp. Carniol.,: 9,(1782),,SE. Alps,perennial,temperate,Gentiana terglouensis,Hacq.,2821674,,,,2819805,369019-1,,N,Gentiana terglouensis Hacq.,369019-1,2821674,Gentiana
1261,Gentiana kirilowii,77221879-1,Gentiana kirilowii,Gentiana kirilowii Turcz.,Gentianaceae,Species,Gentiana,Gentiana Tourn. ex L.,2819805,30001281-2,Genus,2910170,77221879-1,Species,Accepted,Gentianaceae,,Gentiana,,kirilowii,,,,Turcz.,,Věstn. Estestv. Nauk Moskovsk. Obshch. Isp. Prir., 7(43-44): 1354,(1861),,Afghanistan to C. Asia and Nepal,perennial,subalpine or subarctic,Gentiana kirilowii,Turcz.,2910170,,,,2819805,77221879-1,,N,Gentiana kirilowii Turcz.,77221879-1,2910170,Gentiana
1262,Gentiana septemfida,368901-1,Gentiana septemfida,Gentiana septemfida Pall.,Gentianaceae,Species,Gentiana,Gentiana Tourn. ex L.,2819805,30001281-2,Genus,2821513,368901-1,Species,Accepted,Gentianaceae,,Gentiana,,septemfida,,,,Pall.,,Fl. Ross., 1(2): 101,(1789),,N. & E. Türkiye to N. Iran,perennial,temperate,Gentiana septemfida,Pall.,2821513,,,,2819805,368901-1,,N,Gentiana septemfida Pall.,368901-1,2821513,Gentiana
1263,Chassalia parvifolia,746313-1,Chassalia parvifolia,Chassalia parvifolia K.Schum.,Rubiaceae,Species,Chassalia,Chassalia Comm. ex Poir.,38444,34342-1,Genus,38541,746313-1,Species,Accepted,Rubiaceae,,Chassalia,,parvifolia,,,,K.Schum.,,Bot. Jahrb. Syst., 28: 103,(1899),,Kenya to W. Mozambique,shrub,seasonally dry tropical,Chassalia parvifolia,K.Schum.,38541,,,,38444,746313-1,,Y,Chassalia parvifolia K.Schum.,746313-1,38541,Chassalia
1264,Gentiana olivieri,368595-1,Gentiana olivieri,Gentiana olivieri Griseb.,Gentianaceae,Species,Gentiana,Gentiana Tourn. ex L.,2819805,30001281-2,Genus,2821069,368595-1,Species,Accepted,Gentianaceae,,Gentiana,,olivieri,,,,Griseb.,,Gen. Sp. Gent.,: 278,(1838),,C. Türkiye to Xinjiang and NW. & N. Pakistan,perennial,temperate,Gentiana olivieri,Griseb.,2821069,,,,2819805,368595-1,,N,Gentiana olivieri Griseb.,368595-1,2821069,Gentiana
1265,Gentiana rostanii,368836-1,Gentiana rostanii,Gentiana rostanii Reut. ex Verlot,Gentianaceae,Species,Gentiana,Gentiana Tourn. ex L.,2819805,30001281-2,Genus,2821397,368836-1,Species,Accepted,Gentianaceae,,Gentiana,,rostanii,,,,Reut. ex Verlot,,Cat. Pl. Dauph.,: 242,(1872),,SW. & SC. Alps,perennial,temperate,Gentiana rostanii,Reut. ex Verlot,2821397,,,,2819805,368836-1,,N,Gentiana rostanii Reut. ex Verlot,368836-1,2821397,Gentiana
1266,Gentiana depressa,368076-1,Gentiana depressa,Gentiana depressa D.Don,Gentianaceae,Species,Gentiana,Gentiana Tourn. ex L.,2819805,30001281-2,Genus,2820368,368076-1,Species,Accepted,Gentianaceae,,Gentiana,,depressa,,,,D.Don,,Prodr. Fl. Nepal.,: 125,(1825),,"S. Tibet, Nepal to Bhutan, S. India",perennial,subalpine or subarctic,Gentiana depressa,D.Don,2820368,,,,2819805,368076-1,,N,Gentiana depressa D.Don,368076-1,2820368,Gentiana
1267,Scyphiphora hydrophylacea,73566-3,Scyphiphora hydrophylacea,Scyphiphora hydrophylacea C.F.Gaertn.,Rubiaceae,Species,Scyphiphora,Scyphiphora C.F.Gaertn.,189890,327890-2,Genus,189891,73566-3,Species,Accepted,Rubiaceae,,Scyphiphora,,hydrophylacea,,,,C.F.Gaertn.,,Suppl. Carp.,: 91,(1806),,"Madagascar, Trop. Asia to W. Pacific",shrub or tree,wet tropical,Scyphiphora hydrophylacea,C.F.Gaertn.,189891,,,,189890,73566-3,,Y,Scyphiphora hydrophylacea C.F.Gaertn.,73566-3,189891,Scyphiphora
1268,Gentiana crassicaulis,368034-1,Gentiana crassicaulis,Gentiana crassicaulis Duthie ex Burkill,Gentianaceae,Species,Gentiana,Gentiana Tourn. ex L.,2819805,30001281-2,Genus,2820299,368034-1,Species,Accepted,Gentianaceae,,Gentiana,,crassicaulis,,,,Duthie ex Burkill,,J. Proc. Asiat. Soc. Bengal, 2: 311,(1906),,"SE. Tibet to China (W. Sichuan, NW. Yunnan, NW. Guizhou)",perennial,subalpine or subarctic,Gentiana crassicaulis,Duthie ex Burkill,2820299,,,,2819805,368034-1,,N,Gentiana crassicaulis Duthie ex Burkill,368034-1,2820299,Gentiana
1269,Gentiana decumbens,368067-1,Gentiana decumbens,Gentiana decumbens L.f.,Gentianaceae,Species,Gentiana,Gentiana Tourn. ex L.,2819805,30001281-2,Genus,2820357,368067-1,Species,Accepted,Gentianaceae,,Gentiana,,decumbens,,,,L.f.,,Suppl. Pl.,: 174,(1782),,E. European Russia to N. China,perennial,temperate,Gentiana decumbens,L.f.,2820357,,,,2819805,368067-1,,N,Gentiana decumbens L.f.,368067-1,2820357,Gentiana
1270,Gentiana nivalis,368570-1,Gentiana nivalis,Gentiana nivalis L.,Gentianaceae,Species,Gentiana,Gentiana Tourn. ex L.,2819805,30001281-2,Genus,2821030,368570-1,Species,Accepted,Gentianaceae,,Gentiana,,nivalis,,,,L.,,Sp. Pl.,: 229,(1753),,"Greenland to E. Canada, Europe to Siberia and NE. Türkiye",annual,temperate,Gentiana nivalis,L.,2821030,,,,2819805,368570-1,,N,Gentiana nivalis L.,368570-1,2821030,Gentiana
1271,Gentiana brachyphylla,367876-1,Gentiana brachyphylla,Gentiana brachyphylla Vill.,Gentianaceae,Species,Gentiana,Gentiana Tourn. ex L.,2819805,30001281-2,Genus,2820087,367876-1,Species,Accepted,Gentianaceae,,Gentiana,,brachyphylla,,,,Vill.,,Prosp. Hist. Pl. Dauphiné,: 23,(1779),,"Pyrenees, Alps",perennial,temperate,Gentiana brachyphylla,Vill.,2820087,,,,2819805,367876-1,,N,Gentiana brachyphylla Vill.,367876-1,2820087,Gentiana
1272,Gentiana prostrata,108504-2,Gentiana prostrata,Gentiana prostrata Haenke,Gentianaceae,Species,Gentiana,Gentiana Tourn. ex L.,2819805,30001281-2,Genus,2821243,108504-2,Species,Accepted,Gentianaceae,,Gentiana,,prostrata,,,,Haenke,N.J.von Jacquin,Collectanea, 2: 66,(1789),,"E. Alps, NE. Europe to Russian Far East and Iran, Aleutian Is. to WC. U.S.A.",annual,temperate,Gentiana prostrata,Haenke,2821243,,,,2819805,108504-2,,N,Gentiana prostrata Haenke,108504-2,2821243,Gentiana
1273,Gentiana aquatica,277360-2,Gentiana aquatica,Gentiana aquatica L.,Gentianaceae,Species,Gentiana,Gentiana Tourn. ex L.,2819805,30001281-2,Genus,2819951,277360-2,Species,Accepted,Gentianaceae,,Gentiana,,aquatica,,,,L.,,Sp. Pl.,: 229,(1753),,NE. Türkiye to Siberia and C. Japan,annual,subalpine or subarctic,Gentiana aquatica,L.,2819951,,,,2819805,277360-2,,N,Gentiana aquatica L.,277360-2,2819951,Gentiana
1274,Gentiana acaulis,367703-1,Gentiana acaulis,Gentiana acaulis L.,Gentianaceae,Species,Gentiana,Gentiana Tourn. ex L.,2819805,30001281-2,Genus,2819808,367703-1,Species,Accepted,Gentianaceae,,Gentiana,,acaulis,,,,L.,,Sp. Pl.,: 228,(1753),,"NE. Spain to Alps, C. Italy to Carpathians",perennial,temperate,Gentiana acaulis,L.,2819808,,,,2819805,367703-1,,N,Gentiana acaulis L.,367703-1,2819808,Gentiana
1275,Gentiana andrewsii,367759-1,Gentiana andrewsii,Gentiana andrewsii Griseb.,Gentianaceae,Species,Gentiana,Gentiana Tourn. ex L.,2819805,30001281-2,Genus,2819909,367759-1,Species,Accepted,Gentianaceae,,Gentiana,,andrewsii,,,,Griseb.,W.J.Hooker,Fl. Bor.-Amer., 2: 55,(1837),,"SE. Manitoba to SW. Québec and NC. & E. U.S.A., Colorado",perennial,temperate,Gentiana andrewsii,Griseb.,2819909,,,,2819805,367759-1,,N,Gentiana andrewsii Griseb.,367759-1,2819909,Gentiana
1276,Gentiana bavarica,367843-1,Gentiana bavarica,Gentiana bavarica L.,Gentianaceae,Species,Gentiana,Gentiana Tourn. ex L.,2819805,30001281-2,Genus,2820041,367843-1,Species,Accepted,Gentianaceae,,Gentiana,,bavarica,,,,L.,,Sp. Pl.,: 229,(1753),,"Alps, Appennini",perennial or subshrub,temperate,Gentiana bavarica,L.,2820041,,,,2819805,367843-1,,N,Gentiana bavarica L.,367843-1,2820041,Gentiana
1277,Gentiana lutea,368453-1,Gentiana lutea,Gentiana lutea L.,Gentianaceae,Species,Gentiana,Gentiana Tourn. ex L.,2819805,30001281-2,Genus,2820867,368453-1,Species,Accepted,Gentianaceae,,Gentiana,,lutea,,,,L.,,Sp. Pl.,: 227,(1753),,European Mts. to W. Türkiye,perennial,temperate,Gentiana lutea,L.,2820867,,,,2819805,368453-1,,N,Gentiana lutea L.,368453-1,2820867,Gentiana
1278,Gentiana robusta,368830-1,Gentiana robusta,Gentiana robusta King ex Hook.f.,Gentianaceae,Species,Gentiana,Gentiana Tourn. ex L.,2819805,30001281-2,Genus,2821390,368830-1,Species,Accepted,Gentianaceae,,Gentiana,,robusta,,,,King ex Hook.f.,,Hooker's Icon. Pl., 15: t. 1439,(1883),,EC. Himalaya to S. & SE. Tibet,perennial,subalpine or subarctic,Gentiana robusta,King ex Hook.f.,2821390,,,,2819805,368830-1,,N,Gentiana robusta King ex Hook.f.,368830-1,2821390,Gentiana
1279,Gentiana sino-ornata,368930-1,Gentiana sino-ornata,Gentiana sino-ornata Balf.f.,Gentianaceae,Species,Gentiana,Gentiana Tourn. ex L.,2819805,30001281-2,Genus,2821554,368930-1,Species,Accepted,Gentianaceae,,Gentiana,,sino-ornata,,,,Balf.f.,,Trans. Bot. Soc. Edinburgh, 27: 253,(1918),,"E. Tibet to China (W. Sichuan, NW. Yunnan)",perennial,subalpine or subarctic,Gentiana sino-ornata,Balf.f.,2821554,,,,2819805,368930-1,,N,Gentiana sino-ornata Balf.f.,368930-1,2821554,Gentiana
1280,Cryptostegia grandiflora,95962-1,Cryptostegia grandiflora,Cryptostegia grandiflora Roxb. ex R.Br.,Apocynaceae,Species,Cryptostegia,Cryptostegia R.Br.,503273,3293-1,Genus,503275,95962-1,Species,Accepted,Apocynaceae,,Cryptostegia,,grandiflora,,,,Roxb. ex R.Br.,,Bot. Reg., 5: t. 435,(1819),,S. & SW. Madagascar,climber,seasonally dry tropical,Cryptostegia grandiflora,Roxb. ex R.Br.,503275,,,,503273,95962-1,,Y,Cryptostegia grandiflora Roxb. ex R.Br.,95962-1,503275,Cryptostegia
1281,Gentiana elwesii,368122-1,Gentiana elwesii,Gentiana elwesii C.B.Clarke,Gentianaceae,Species,Gentiana,Gentiana Tourn. ex L.,2819805,30001281-2,Genus,2820437,368122-1,Species,Accepted,Gentianaceae,,Gentiana,,elwesii,,,,C.B.Clarke,J.D.Hooker,Fl. Brit. India, 4: 115,(1883),,C. & E. Himalaya to S. & SE. Tibet and N. Myanmar,perennial,subalpine or subarctic,Gentiana elwesii,C.B.Clarke,2820437,,,,2819805,368122-1,,N,Gentiana elwesii C.B.Clarke,368122-1,2820437,Gentiana
1282,Gentiana straminea,368966-1,Gentiana straminea,Gentiana straminea Maxim.,Gentianaceae,Species,Gentiana,Gentiana Tourn. ex L.,2819805,30001281-2,Genus,2821603,368966-1,Species,Accepted,Gentianaceae,,Gentiana,,straminea,,,,Maxim.,,Bull. Acad. Imp. Sci. Saint-Pétersbourg,", sér. 3, 27: 502",(1882),,Nepal to C. China,perennial,subalpine or subarctic,Gentiana straminea,Maxim.,2821603,,,,2819805,368966-1,,N,Gentiana straminea Maxim.,368966-1,2821603,Gentiana
1283,Gentiana taliensis,369002-1,Gentiana taliensis,Gentiana taliensis Balf.f. & Forrest,Gentianaceae,Species,Gentiana,Gentiana Tourn. ex L.,2819805,30001281-2,Genus,2821652,369002-1,Species,Accepted,Gentianaceae,,Gentiana,,taliensis,,,,Balf.f. & Forrest,,Notes Roy. Bot. Gard. Edinburgh, 4: 75,(1907),,SC. China to N. Myanmar,annual,temperate,Gentiana taliensis,Balf.f. & Forrest,2821652,,,,2819805,369002-1,,N,Gentiana taliensis Balf.f. & Forrest,369002-1,2821652,Gentiana
1284,Gentiana macrophylla,368470-1,Gentiana macrophylla,Gentiana macrophylla Pall.,Gentianaceae,Species,Gentiana,Gentiana Tourn. ex L.,2819805,30001281-2,Genus,2820891,368470-1,Species,Accepted,Gentianaceae,,Gentiana,,macrophylla,,,,Pall.,,Fl. Ross., 1(2): 108,(1789),,Siberia to C. China,perennial,temperate,Gentiana macrophylla,Pall.,2820891,,,,2819805,368470-1,,N,Gentiana macrophylla Pall.,368470-1,2820891,Gentiana
1285,Gentiana sikkimensis,368923-1,Gentiana sikkimensis,Gentiana sikkimensis C.B.Clarke,Gentianaceae,Species,Gentiana,Gentiana Tourn. ex L.,2819805,30001281-2,Genus,2821545,368923-1,Species,Accepted,Gentianaceae,,Gentiana,,sikkimensis,,,,C.B.Clarke,J.D.Hooker,Fl. Brit. India, 4: 114,(1883),,Himalaya to China (NW. Yunnan) and N. Myanmar,perennial,subalpine or subarctic,Gentiana sikkimensis,C.B.Clarke,2821545,,,,2819805,368923-1,,N,Gentiana sikkimensis C.B.Clarke,368923-1,2821545,Gentiana
1286,Adenium boehmianum,76360-1,Adenium boehmianum,Adenium boehmianum Schinz,Apocynaceae,Species,Adenium,Adenium Roem. & Schult.,3018,2172-1,Genus,3021,76360-1,Species,Accepted,Apocynaceae,,Adenium,,boehmianum,,,,Schinz,,Verh. Bot. Vereins Prov. Brandenburg, 30: 259,(1888),,S. Angola to NW. & C. Namibia,semisucculent shrub,desert or dry shrubland,Adenium boehmianum,Schinz,3021,,,,3018,76360-1,,Y,Adenium boehmianum Schinz,76360-1,3021,Adenium
