,accepted_species,accepted_species_w_author,native_tdwg3_codes,intro_tdwg3_codes
20288,Spermacoce latifolia,Spermacoce latifolia Aubl.,"('AGE', 'BLZ', 'BOL', 'BZC', 'BZE', 'BZL', 'BZN', 'BZS', 'CLM', 'COS', 'CPI', 'ECU', 'ELS', 'FRG', 'GUA', 'GUY', 'HON', 'LEE', 'MXG', 'MXS', 'MXT', 'NIC', 'PAN', 'PAR', 'PER', 'SUR', 'TRT', 'VEN')","('AND', 'ASS', 'BAN', 'BOR', 'CBD', 'CHC', 'CHH', 'CHS', 'CMN', 'CRL', 'EHM', 'FIJ', 'FLA', 'GAB', 'GHA', 'GUI', 'IND', 'IVO', 'JAW', 'LAO', 'LBR', 'MLY', 'MYA', 'NEP', 'NTA', 'QLD', 'SAM', 'SCS', 'SIE', 'SRL', 'SUM', 'TAI', 'THA', 'UGA', 'ZAI')"
20289,Spermacoce latimarginata,Spermacoce latimarginata Harwood,"('NTA', 'QLD')",
20290,Spermacoce latituba,Spermacoce latituba (K.Schum.) Verdc.,"('MLW', 'MOZ', 'TAN')",
20291,Spermacoce ledermannii,Spermacoce ledermannii (K.Krause) Govaerts,"('CMN',)",
20292,Spermacoce leptoloba,Spermacoce leptoloba Benth.,"('NTA', 'WAU')",
20293,Spermacoce lignosa,Spermacoce lignosa Harwood,"('NTA',)",
20294,Spermacoce limae,Spermacoce limae (Sucre) Govaerts,"('BOL', 'BZC')",
20295,Spermacoce linearifolia,Spermacoce linearifolia (Hook.f.) Kuntze,"('GAL',)",
20296,Spermacoce linoides,Spermacoce linoides (DC.) ined.,"('BZC',)",
20297,Spermacoce litoralis,Spermacoce litoralis (Urb.) Alain,"('DOM',)",
20298,Spermacoce longiseta,Spermacoce longiseta (M.Martens & Galeotti) Hemsl.,"('MXG',)",
20299,Spermacoce loretiana,Spermacoce loretiana (E.L.Cabral) Govaerts,"('AGE',)",
20300,Spermacoce macrantha,Spermacoce macrantha Reinw. ex Korth.,"('MOL',)",
20301,Spermacoce macrocephala,Spermacoce macrocephala (Standl. & Steyerm.) Govaerts,"('CLM', 'CUB', 'VEN')",
20302,Spermacoce malabarica,"Spermacoce malabarica (Sivar. & Manilal) Sivar., R.V.Nair & Kunju","('IND',)",
20303,Spermacoce malacophylla,Spermacoce malacophylla (K.Schum.) Govaerts,"('CMN', 'CON')",
20304,Spermacoce manikensis,Spermacoce manikensis Dessein,"('ZAI',)",
20305,Spermacoce manillensis,Spermacoce manillensis Kuntze,"('PHI',)",
20306,Spermacoce marginata,Spermacoce marginata Benth.,"('QLD',)",
20307,Spermacoce marticrovettiana,Spermacoce marticrovettiana (E.L.Cabral) Govaerts,"('AGE', 'BZS', 'PAR')",
20308,Spermacoce matanzasia,Spermacoce matanzasia (Urb.) Borhidi,"('CUB',)",
20309,Spermacoce melochioides,Spermacoce melochioides (Standl.) Govaerts,"('CLM',)",
20310,Spermacoce membranacea,Spermacoce membranacea R.Br. ex Benth.,"('NTA',)",
20311,Spermacoce meyeniana,Spermacoce meyeniana Walp.,"('PHI',)",
20312,Spermacoce microcephala,Spermacoce microcephala A.Rich.,"('CUB',)",
20313,Spermacoce milnei,Spermacoce milnei Verdc.,"('TAN',)",
20314,Spermacoce minutiflora,Spermacoce minutiflora (K.Schum.) Verdc.,"('KEN', 'SUD', 'UGA')",
20315,Spermacoce mitracarpoides,Spermacoce mitracarpoides Miq.,"('JAW',)",
20316,Spermacoce multibracteata,Spermacoce multibracteata (E.L.Cabral & Bacigalupo) ined.,"('BZL', 'BZS')",
20317,Spermacoce multicaulis,Spermacoce multicaulis Benth.,"('QLD',)",
20318,Spermacoce multiflora,Spermacoce multiflora (DC.) Delprete,"('BOL', 'BZC', 'BZE', 'BZL', 'BZN', 'BZS', 'CLM', 'PAR', 'VEN')",
20319,Spermacoce nana,Spermacoce nana Roxb.,"('MOL',)",
20320,Spermacoce natalensis,Spermacoce natalensis Hochst.,"('BUR', 'CMN', 'CPP', 'GAB', 'MLW', 'MOZ', 'NAT', 'NGA', 'SEN', 'SWZ', 'TAN', 'TVL', 'UGA', 'ZAI', 'ZAM', 'ZIM')",
20321,Spermacoce neesiana,Spermacoce neesiana Schult. & Schult.f.,,
20322,Spermacoce nelidae,Spermacoce nelidae (E.L.Cabral) Govaerts,"('AGE',)",
20323,Spermacoce neohispida,Spermacoce neohispida Govaerts,"('BZC', 'BZL', 'BZN', 'FRG', 'GUY', 'SUR', 'VEN')",
20324,Spermacoce neotenuis,Spermacoce neotenuis Govaerts,"('BZC',)",
20325,Spermacoce neoterminalis,Spermacoce neoterminalis Govaerts,"('FLA',)",
20326,Spermacoce nesiotica,Spermacoce nesiotica (B.L.Rob.) G.A.Levin,"('MXI',)",
20327,Spermacoce nigricans,Spermacoce nigricans Herter,"('URU',)",
20328,Spermacoce noronhensis,Spermacoce noronhensis (Sucre) Govaerts,"('BZE',)",
20329,Spermacoce obscura,Spermacoce obscura DC.,"('CUB', 'DOM', 'HAI')",
20330,Spermacoce occidentalis,Spermacoce occidentalis Harwood,"('NTA', 'WAU')",
20331,Spermacoce occultiseta,Spermacoce occultiseta Harwood,"('NTA',)",
20332,Spermacoce octodon,Spermacoce octodon (Hepper) Hakki,"('BEN', 'BKN', 'CAF', 'CHA', 'CMN', 'GHA', 'GNB', 'GUI', 'IVO', 'MLI', 'NGA', 'SEN', 'TOG')",
20333,Spermacoce ocymifolia,Spermacoce ocymifolia Willd.,"('ARU', 'BLZ', 'BOL', 'BZC', 'BZE', 'BZL', 'BZN', 'BZS', 'CAY', 'CLM', 'CLN', 'COS', 'CPI', 'CUB', 'DOM', 'ECU', 'FRG', 'GUA', 'GUY', 'HAI', 'HON', 'JAM', 'LEE', 'MXS', 'MXT', 'NIC', 'NLA', 'PAN', 'PAR', 'PER', 'PUE', 'SUR', 'TRT', 'VEN', 'WIN')","('BOR', 'JAW', 'MLY', 'MOL', 'NWG', 'SOL', 'SRL', 'SUL', 'SUM', 'VIE')"
20334,Spermacoce ocymoides,Spermacoce ocymoides Burm.f.,"('ASS', 'BAN', 'FIJ', 'IND', 'JAW', 'LAO', 'MDV', 'MLY', 'MYA', 'NEP', 'NWG', 'PHI', 'SOL', 'SRL', 'THA', 'VAN', 'VIE')","('AGE', 'BKN', 'BUR', 'BZC', 'CAF', 'CHA', 'CMN', 'CON', 'ECU', 'ETH', 'GAM', 'GGI', 'GHA', 'GNB', 'IVO', 'LBR', 'MLI', 'NGA', 'PAR', 'PER', 'SEN', 'SIE', 'SUD', 'TAN', 'TOG', 'UGA', 'ZAI')"
20335,Spermacoce oligantha,Spermacoce oligantha Urb.,"('CUB',)",
20336,Spermacoce omissa,Spermacoce omissa J.R.Clarkson,"('NTA',)",
20337,Spermacoce orinocensis,Spermacoce orinocensis Willd.,"('AGE', 'BOL', 'BZC', 'BZL', 'BZN', 'BZS', 'PAR', 'VEN')",
20338,Spermacoce ostenii,Spermacoce ostenii (Standl.) E.L.Cabral & Florentín,"('AGE', 'AGW')",
20339,Spermacoce ovalifolia,Spermacoce ovalifolia (M.Martens & Galeotti) Hemsl.,"('BLZ', 'BOL', 'BZC', 'BZE', 'BZL', 'BZN', 'BZS', 'CLM', 'COS', 'CUB', 'ECU', 'ELS', 'GUA', 'HAI', 'HON', 'MXC', 'MXE', 'MXG', 'MXS', 'MXT', 'NIC', 'PAN', 'PAR', 'PER', 'PUE', 'TRT', 'VEN', 'WIN')","('CRL', 'GIL', 'MRN', 'SAM')"
20340,Spermacoce paganuccii,Spermacoce paganuccii E.L.Cabral & Bacigalupo,"('BZE',)",
20341,Spermacoce paolii,Spermacoce paolii (Chiov.) Verdc.,"('SOM',)",
20342,Spermacoce papuana,Spermacoce papuana F.Muell.,"('NWG',)",
20343,Spermacoce paraensis,Spermacoce paraensis (Bacigalupo & E.L.Cabral) Delprete,"('BZE', 'BZN')",
20344,Spermacoce paranaensis,Spermacoce paranaensis (E.L.Cabral & Bacigalupo) Delprete,"('BZL', 'BZS')",
20345,Spermacoce parviceps,Spermacoce parviceps (Ridl.) I.M.Turner,"('MLY',)",
20346,Spermacoce pauciflora,Spermacoce pauciflora Vell.,"('BZL',)",
20347,Spermacoce paulista,Spermacoce paulista (E.L.Cabral & Bacigalupo) ined.,"('BZL',)",
20348,Spermacoce pazensis,Spermacoce pazensis (E.L.Cabral & Bacigalupo) ined.,"('BOL',)",
20349,Spermacoce perangusta,Spermacoce perangusta (S.Moore) Delprete,"('BZC',)",
20350,Spermacoce perennis,Spermacoce perennis Verdc.,"('ZAM',)",
20351,Spermacoce perpusilla,Spermacoce perpusilla (Hook.f.) Kuntze,"('GAL',)",
20352,Spermacoce pessima,Spermacoce pessima Harwood,"('NTA',)",
20353,Spermacoce petraea,Spermacoce petraea (Pires-O'Brien) Govaerts,"('BZN',)",
20354,Spermacoce phaeosperma,Spermacoce phaeosperma Harwood,"('NTA', 'WAU')",
20355,Spermacoce phalloides,Spermacoce phalloides Harwood,"('NTA',)",
20356,Spermacoce phyteuma,Spermacoce phyteuma Schweinf. ex Hiern,"('CAF', 'SUD')",
20357,Spermacoce phyteumoides,Spermacoce phyteumoides Verdc.,"('TAN', 'ZAI', 'ZAM')",
20358,Spermacoce pilifera,Spermacoce pilifera Bacigalupo,"('BZL',)",
20359,Spermacoce pilulifera,Spermacoce pilulifera (Ridl.) I.M.Turner,"('MLY',)",
20360,Spermacoce platyloba,Spermacoce platyloba Harwood,"('NTA', 'QLD')",
20361,Spermacoce poaya,Spermacoce poaya A.St.-Hil.,"('AGE', 'BOL', 'BZC', 'BZL', 'BZN', 'BZS', 'PAR')",
20362,Spermacoce pogostoma,Spermacoce pogostoma Benth.,"('NTA', 'WAU')",
20363,Spermacoce pohliana,Spermacoce pohliana Govaerts,"('BOL', 'BZC', 'BZL')",
20364,Spermacoce polyphylla,Spermacoce polyphylla Vell.,"('BZL',)",
20365,Spermacoce princeae,Spermacoce princeae (K.Schum.) Verdc.,"('BEN', 'BUR', 'CMN', 'ETH', 'GGI', 'KEN', 'MLW', 'MOZ', 'NGA', 'RWA', 'SUD', 'TAN', 'TOG', 'UGA', 'ZAI', 'ZAM')",
20366,Spermacoce prostrata,Spermacoce prostrata Aubl.,"('AGE', 'BAH', 'BLZ', 'BOL', 'BZC', 'BZE', 'BZL', 'BZN', 'CLM', 'COS', 'CPI', 'CUB', 'DOM', 'ECU', 'ELS', 'FLA', 'FRG', 'GUA', 'GUY', 'HAI', 'HON', 'LEE', 'MXC', 'MXE', 'MXG', 'MXS', 'MXT', 'NIC', 'PAN', 'PAR', 'PER', 'PUE', 'SUR', 'TCI', 'TRT', 'URU', 'VEN', 'WIN')","('ARU', 'BAN', 'CHH', 'CHS', 'JAW', 'NLA', 'SRL', 'TAI', 'VIE', 'VNA')"
20367,Spermacoce protrusa,Spermacoce protrusa Harwood,"('NTA',)",
20368,Spermacoce pulchristipula,Spermacoce pulchristipula (Bremek.) Delprete,"('BOL', 'BZC', 'BZE', 'BZL', 'BZN', 'PAR', 'SUR')",
20369,Spermacoce pumila,Spermacoce pumila (Span.) Boerl.,"('LSI',)",
20370,Spermacoce pumilio,Spermacoce pumilio (Standl.) Govaerts,"('PAN',)",
20371,Spermacoce pusilla,Spermacoce pusilla Wall.,"('BOR', 'CHC', 'CHH', 'CHS', 'EHM', 'IND', 'JAW', 'LSI', 'MLY', 'MOL', 'MYA', 'NCB', 'NEP', 'NWG', 'PAK', 'PHI', 'SRL', 'SUM', 'TAI', 'THA', 'VIE', 'WHM')","('ANG', 'BEN', 'BKN', 'BUR', 'CAF', 'CHA', 'CMN', 'CON', 'CRL', 'ETH', 'GAB', 'GAM', 'GNB', 'GUI', 'IVO', 'KEN', 'LBR', 'MDG', 'NGA', 'QLD', 'RWA', 'SEN', 'SUD', 'TAN', 'UGA', 'ZAI', 'ZAM')"
20372,Spermacoce quadrifaria,Spermacoce quadrifaria (E.L.Cabral) Govaerts,"('AGE', 'BOL', 'BZC', 'BZS', 'PAR')",
20373,Spermacoce quadrisulcata,Spermacoce quadrisulcata (Bremek.) Verdc.,"('ANG', 'BKN', 'BOT', 'BUR', 'CAF', 'CHA', 'CMN', 'ETH', 'GAB', 'GAM', 'GNB', 'GUI', 'MLI', 'MLW', 'NAM', 'NGA', 'SEN', 'SIE', 'TAN', 'UGA', 'ZAI', 'ZAM')",
20374,Spermacoce radiata,Spermacoce radiata (DC.) Sieber ex Hiern,"('ANG', 'BEN', 'BKN', 'CAF', 'CHA', 'CMN', 'ETH', 'GAM', 'GHA', 'GNB', 'GUI', 'IVO', 'KEN', 'MLI', 'MOZ', 'MTN', 'NGA', 'NGR', 'SEN', 'SUD', 'TOG', 'UGA', 'ZIM')",
20375,Spermacoce redacta,Spermacoce redacta Harwood,"('NTA',)",
20376,Spermacoce reflexa,Spermacoce reflexa (J.H.Kirkbr.) Govaerts,"('BZE', 'BZN')",
20377,Spermacoce remota,Spermacoce remota Lam.,"('ALA', 'BAH', 'BER', 'BLZ', 'BOL', 'BZE', 'BZL', 'BZN', 'BZS', 'CAY', 'CLM', 'COS', 'CPI', 'CUB', 'DOM', 'ECU', 'ELS', 'FLA', 'FRG', 'GEO', 'GUA', 'GUY', 'HAI', 'HON', 'JAM', 'LEE', 'LOU', 'MXC', 'MXE', 'MXG', 'MXN', 'MXS', 'MXT', 'NIC', 'PAN', 'PAR', 'PER', 'PUE', 'SUR', 'SWC', 'TEX', 'TRT', 'URU', 'VEN', 'WIN')","('AND', 'BOR', 'CGS', 'CHC', 'CHS', 'CKI', 'COO', 'CRL', 'FIJ', 'GAL', 'GIL', 'HAW', 'IND', 'JAW', 'LIN', 'LSI', 'MAU', 'MDV', 'MLY', 'MOL', 'MRN', 'NCB', 'NNS', 'NRU', 'NTA', 'NWC', 'NWG', 'PHI', 'QLD', 'SAM', 'SCI', 'SCS', 'SRL', 'SUL', 'SUM', 'TAI', 'TAN', 'THA', 'TOK', 'TON', 'TUB', 'VIE', 'WAL', 'XMS')"
20378,Spermacoce resinosula,Spermacoce resinosula Harwood,"('NTA',)",
20379,Spermacoce reticulata,Spermacoce reticulata Harwood,"('NTA',)",
20380,Spermacoce retitesta,Spermacoce retitesta Harwood,"('NTA',)",
20381,Spermacoce riparia,Spermacoce riparia Cham. & Schltdl.,"('AGE', 'AGW', 'BOL', 'BZC', 'BZL', 'BZN', 'BZS', 'PAR', 'PER', 'URU')",
20382,Spermacoce rosea,Spermacoce rosea (Urb.) Alain,"('DOM',)",
20383,Spermacoce rosmarinifolia,Spermacoce rosmarinifolia (E.L.Cabral & Bacigalupo) ined.,"('BZL',)",
20384,Spermacoce rotundifolia,Spermacoce rotundifolia (Andersson) Fosberg,"('GAL',)",
20385,Spermacoce rubescens,Spermacoce rubescens (Colla) P.L.R.Moraes & De Smedt,"('BZE', 'BZL')",
20386,Spermacoce rubricaulis,Spermacoce rubricaulis C.Wright,"('CUB',)",
20387,Spermacoce ruelliae,Spermacoce ruelliae DC.,"('ANG', 'BEN', 'BKN', 'CAF', 'CHA', 'CMN', 'CON', 'GAB', 'GAM', 'GGI', 'GHA', 'GNB', 'GUI', 'IVO', 'LBR', 'MLI', 'NGA', 'SEN', 'SIE', 'SUD', 'TOG', 'UGA', 'ZAI')",
20388,Spermacoce runkii,Spermacoce runkii (K.Schum.) Kuntze,"('BZC', 'BZL', 'PAR')",
20389,Spermacoce rupicola,Spermacoce rupicola Harwood,"('NTA', 'WAU')",
20390,Spermacoce samfya,Spermacoce samfya Verdc.,"('ZAM',)",
20391,Spermacoce santacruciana,Spermacoce santacruciana (Bacigalupo & E.L.Cabral) ined.,"('BOL',)",
20392,Spermacoce savannarum,Spermacoce savannarum (Britton) Howard,"('BAH',)",
20393,Spermacoce scaberrima,Spermacoce scaberrima Blume,"('ASS', 'JAW', 'MLY', 'PHI', 'SUM')",
20394,Spermacoce scabiosoides,Spermacoce scabiosoides (Cham. & Schltdl.) Kuntze,"('BOL', 'BZC', 'BZE', 'BZL', 'BZN', 'CLM', 'COS', 'ECU', 'NIC', 'PAN', 'VEN')",
20395,Spermacoce scabrisina,Spermacoce scabrisina Harwood,"('NTA',)",
20396,Spermacoce schlechteri,Spermacoce schlechteri K.Schum. ex Verdc.,"('MOZ',)",
20397,Spermacoce schumanniana,Spermacoce schumanniana (Taub. ex Ule) Govaerts,"('BZC', 'BZL', 'BZN')",
20398,Spermacoce schumannii,Spermacoce schumannii (Standl. ex Bacigalupo) Delprete,"('AGE', 'BZC', 'BZE', 'BZL', 'BZN', 'BZS', 'PAR')",
20399,Spermacoce scortechinii,Spermacoce scortechinii Gand.,"('MLY',)",
20400,Spermacoce semiamplexicaulis,Spermacoce semiamplexicaulis (E.L.Cabral) Delprete,"('BZN',)",
20401,Spermacoce semierecta,Spermacoce semierecta Roxb.,"('SUM',)",
20402,Spermacoce senensis,Spermacoce senensis (Klotzsch) Hiern,"('ANG', 'BOT', 'BUR', 'CPV', 'ETH', 'KEN', 'MLW', 'MOZ', 'NAM', 'NAT', 'SWZ', 'TAN', 'TVL', 'ZAM', 'ZIM')",
20403,Spermacoce serpyllifolia,Spermacoce serpyllifolia Willd.,"('MDG',)",
20404,Spermacoce setidens,Spermacoce setidens (Miq.) Boerl.,"('JAW', 'NEP', 'VIE')",
20405,Spermacoce sexangularis,Spermacoce sexangularis Aubl.,"('FRG',)",
20406,Spermacoce siberiana,Spermacoce siberiana (E.L.Cabral & R.M.Salas) Govaerts,"('BOL',)",
20407,Spermacoce simplicicaulis,Spermacoce simplicicaulis (K.Schum. ex Sucre) Govaerts,"('BZC', 'BZL')",
20408,Spermacoce sociata,Spermacoce sociata (Span.) Boerl.,"('LSI',)",
20409,Spermacoce somalica,Spermacoce somalica (K.Schum.) Govaerts,"('SOM',)",
20410,Spermacoce spermacocina,Spermacoce spermacocina (K.Schum.) Bridson & Puff,"('BKN', 'CMN', 'GAB', 'NGA')",
20411,Spermacoce sphaerostigma,Spermacoce sphaerostigma (A.Rich.) Oliv.,"('BUR', 'CMN', 'ERI', 'ETH', 'KEN', 'MLW', 'MOZ', 'NGA', 'RWA', 'SUD', 'TAN', 'UGA', 'YEM', 'ZAI', 'ZAM')",
20412,Spermacoce spruceana,Spermacoce spruceana Kuntze,"('VEN',)",
20413,Spermacoce squamosa,Spermacoce squamosa (C.Wright ex Griseb.) Kuntze,"('CUB',)",
20414,Spermacoce stachydea,Spermacoce stachydea DC.,"('BEN', 'BKN', 'CAF', 'CHA', 'CMN', 'GAB', 'GAM', 'GHA', 'GNB', 'GUI', 'IVO', 'MLI', 'MTN', 'NGA', 'NGR', 'SEN', 'SUD', 'TOG')",
20415,Spermacoce stenophylla,Spermacoce stenophylla F.Muell.,"('NTA', 'QLD')",
20416,Spermacoce stigmatosa,Spermacoce stigmatosa Harwood,"('NTA',)",
20417,Spermacoce stipularis,Spermacoce stipularis Dessein,"('ANG', 'ZAI', 'ZAM')",
20418,Spermacoce strumpfioides,Spermacoce strumpfioides (C.Wright ex Griseb.) C.Wright,"('CUB',)",
20419,Spermacoce suaveolens,Spermacoce suaveolens (G.Mey.) Kuntze,"('BLZ', 'BZC', 'BZL', 'BZN', 'BZS', 'CLM', 'COS', 'CUB', 'ECU', 'ELS', 'GUA', 'GUY', 'HON', 'MXC', 'MXE', 'MXG', 'MXN', 'MXS', 'MXT', 'NIC', 'PAN', 'PAR', 'PER', 'SUR', 'VEN')",
20420,Spermacoce suberecta,Spermacoce suberecta (Hook.f.) Kuntze,"('GAL',)",
20421,Spermacoce subvulgata,Spermacoce subvulgata (K.Schum.) J.G.García,"('ANG', 'BUR', 'KEN', 'MLW', 'MOZ', 'NAM', 'RWA', 'TAN', 'UGA', 'ZAI', 'ZAM', 'ZIM')",
20422,Spermacoce sulcata,Spermacoce sulcata (Bacigalupo) ined.,"('AGE', 'BZS')",
20423,Spermacoce suprahila,Spermacoce suprahila Harwood,"('NTA',)",
20424,Spermacoce taylorii,Spermacoce taylorii Verdc.,"('TAN',)",
20425,Spermacoce tectanthera,Spermacoce tectanthera Harwood,"('NTA',)",
20426,Spermacoce tenuior,Spermacoce tenuior L.,"('ARU', 'BAH', 'BER', 'BLZ', 'CAY', 'CLM', 'COS', 'CUB', 'DOM', 'ECU', 'ELS', 'GUA', 'HAI', 'HON', 'JAM', 'LEE', 'MXC', 'MXE', 'MXG', 'MXN', 'MXS', 'MXT', 'NIC', 'NLA', 'PAN', 'PER', 'PUE', 'SWC', 'TRT', 'VEN', 'VNA', 'WIN')","('BAN', 'CGS', 'COM', 'FIJ', 'GAL', 'JAW', 'KEN', 'LIN', 'LSI', 'MDG', 'NCB', 'NUE', 'NWC', 'NWG', 'SOL', 'SUL', 'TAN', 'THA', 'TOK', 'TON', 'VAN', 'VIE')"
20427,Spermacoce tenuissima,Spermacoce tenuissima Hiern,"('CAF', 'SUD')",
20428,Spermacoce terminaliflora,Spermacoce terminaliflora R.D.Good,"('ANG',)",
20429,Spermacoce tetraquetra,Spermacoce tetraquetra A.Rich.,"('BAH', 'BER', 'BLZ', 'CAY', 'CUB', 'GUA', 'HON', 'JAM', 'MXC', 'MXE', 'MXG', 'MXS', 'MXT', 'NIC', 'TCI', 'WIN')",
20430,Spermacoce thymifolia,Spermacoce thymifolia (Griseb.) Kuntze,"('BAH', 'TCI')",
20431,Spermacoce thymocephala,Spermacoce thymocephala (Griseb.) C.Wright,"('CUB',)",
20432,Spermacoce thymoidea,Spermacoce thymoidea (Hiern) Verdc.,"('ANG',)",
20433,Spermacoce tocantinsiana,Spermacoce tocantinsiana (E.L.Cabral & Bacigalupo) Delprete,"('BZN',)",
20434,Spermacoce trichosiphonia,Spermacoce trichosiphonia Harwood,"('NTA',)",
20435,Spermacoce uniseta,Spermacoce uniseta F.M.Bailey,"('QLD',)",
20436,Spermacoce valens,Spermacoce valens (Standl.) Govaerts,"('BZL',)",
20437,Spermacoce velascoana,"Spermacoce velascoana (E.L.Cabral, R.M.Salas & J.D.Soto) Govaerts","('BOL',)",
20438,Spermacoce verticillata,Spermacoce verticillata L.,"('AGE', 'BAH', 'BLZ', 'BOL', 'BZC', 'BZE', 'BZL', 'BZN', 'BZS', 'CLM', 'COS', 'CUB', 'DOM', 'ELS', 'FLA', 'FRG', 'GUA', 'GUY', 'HAI', 'HON', 'JAM', 'LEE', 'MXC', 'MXE', 'MXG', 'MXS', 'MXT', 'NIC', 'PAN', 'PAR', 'PER', 'PUE', 'SUR', 'SWC', 'TRT', 'URU', 'VEN', 'VNA', 'WIN')","('AND', 'ANG', 'ASC', 'BAN', 'BEN', 'BKN', 'CMN', 'CNY', 'CON', 'CVI', 'GAB', 'GAM', 'GGI', 'GHA', 'GIL', 'GNB', 'GUI', 'IND', 'IVO', 'LBR', 'LIN', 'MAU', 'MDG', 'MLI', 'MLY', 'MTN', 'NCB', 'NGA', 'NTA', 'NUE', 'NWC', 'QLD', 'REU', 'SCI', 'SEN', 'SIE', 'SRL', 'SUD', 'THA', 'TOG', 'VAN', 'ZAI')"
20439,Spermacoce viridiflora,Spermacoce viridiflora (Hassl.) Govaerts,"('PAR',)",
20440,Spermacoce vulpina,Spermacoce vulpina (Standl.) Govaerts,"('BZC', 'BZN')",
20441,Spermacoce warmingii,Spermacoce warmingii (K.Schum.) Kuntze,"('BZC', 'BZL', 'BZN', 'BZS', 'PAR')",
20442,Spermacoce weygaertii,Spermacoce weygaertii Govaerts,"('BZL',)",
20443,Spermacoce wunschmannii,Spermacoce wunschmannii (K.Schum.) Kuntze,"('BOL', 'BZC', 'BZE', 'BZN')",
20444,Spermacoce wurdackii,Spermacoce wurdackii (Steyerm.) Govaerts,"('VEN',)",
20445,Spermacoce xanthophylla,Spermacoce xanthophylla (Bremek.) Govaerts,"('SUR',)",
20446,Spermacoce zollingeriana,Spermacoce zollingeriana (Miq.) Boerl.,"('JAW',)",
20447,Spermadictyon suaveolens,Spermadictyon suaveolens Roxb.,"('BAN', 'EHM', 'IND', 'NEP', 'PAK', 'WHM')","('CHT',)"
20448,Sphinctanthus acutilobus,Sphinctanthus acutilobus Huber,"('BZN',)",
20449,Sphinctanthus aurantiacus,Sphinctanthus aurantiacus (Standl.) Fagerl.,"('ECU', 'PER')",
20450,Sphinctanthus fluvii-dulcis,Sphinctanthus fluvii-dulcis Delprete & C.H.Perss.,"('BZL',)",
20451,Sphinctanthus insignis,Sphinctanthus insignis Steyerm.,"('BZE',)",
20452,Sphinctanthus maculatus,Sphinctanthus maculatus Spruce ex K.Schum.,"('BZN', 'CLM', 'PER')",
20453,Sphinctanthus microphyllus,Sphinctanthus microphyllus K.Schum.,"('BOL', 'BZC', 'PAR')",
20454,Sphinctanthus polycarpus,Sphinctanthus polycarpus (H.Karst.) Hook.f.,"('CLM', 'VEN')",
20455,Sphinctanthus striiflorus,Sphinctanthus striiflorus (DC.) Hook.f. ex K.Schum.,"('BZN', 'CLM', 'PER', 'VEN')",
20456,Spigelia aceifolia,Spigelia aceifolia Woodson,"('BZL',)",
20457,Spigelia aenea,Spigelia aenea Lem.,"('BZE',)",
20458,Spigelia alabamensis,Spigelia alabamensis (K.Gould) K.G.Mathews & Weakley,"('ALA',)",
20459,Spigelia alborubra,Spigelia alborubra A.R.Macedo & E.M.Pessoa,"('BZE',)",
20460,Spigelia amambaiensis,Spigelia amambaiensis Fern.Casas,"('BZC',)",
20461,Spigelia amazonica,Spigelia amazonica Fern.Casas,"('CLM', 'VEN')",
20462,Spigelia amplexicaulis,Spigelia amplexicaulis E.F.Guim. & Fontella,"('BZL',)",
20463,Spigelia andersonii,Spigelia andersonii Fern.Casas,"('BZL',)",
20464,Spigelia andina,Spigelia andina Fern.Casas,"('AGW', 'BOL')",
20465,Spigelia anthelmia,Spigelia anthelmia L.,"('ARU', 'BAH', 'BLZ', 'BOL', 'BZC', 'BZE', 'BZL', 'BZN', 'CAY', 'CLM', 'COS', 'CUB', 'DOM', 'ECU', 'ELS', 'FLA', 'FRG', 'GUA', 'GUY', 'HAI', 'HON', 'JAM', 'LEE', 'MXE', 'MXG', 'MXS', 'MXT', 'NIC', 'NLA', 'PAN', 'PER', 'PUE', 'SUR', 'SWC', 'TCI', 'TRT', 'VEN', 'VNA', 'WIN')","('BEN', 'BIS', 'BKN', 'CAF', 'CHH', 'CMN', 'CON', 'GAB', 'GHA', 'GUI', 'IND', 'IVO', 'JAW', 'LBR', 'LSI', 'MLI', 'MLY', 'NGA', 'SEN', 'SIE', 'SRL', 'SUM', 'THA', 'TOG', 'ZAI')"
20466,Spigelia asperifolia,Spigelia asperifolia Progel,"('BZC', 'BZL')",
20467,Spigelia ayotzinapensis,"Spigelia ayotzinapensis L.O.Alvarado, Islas-Hern. & Bustam.","('MXS',)",
20468,Spigelia beccabungoides,Spigelia beccabungoides Kraenzl.,"('PAR',)",
20469,Spigelia beyrichiana,Spigelia beyrichiana Cham. & Schltdl.,"('BZE', 'BZL', 'BZS')",
20470,Spigelia blanchetiana,Spigelia blanchetiana A.DC.,"('BZE', 'BZL', 'BZS')",
20471,Spigelia brachystachya,Spigelia brachystachya Progel,"('BZE',)",
20472,Spigelia caaguazuensis,Spigelia caaguazuensis Kraenzl.,"('AGE', 'BZS', 'PAR')",
20473,Spigelia carnosa,Spigelia carnosa Standl. & Steyerm.,"('GUA', 'MXT')",
20474,Spigelia cascatensis,Spigelia cascatensis E.F.Guim. & Fontella,"('BZL',)",
20475,Spigelia catarinensis,Spigelia catarinensis E.F.Guim. & Fontella,"('BZS',)",
20476,Spigelia chiapensis,Spigelia chiapensis K.Gould,"('MXC', 'MXT')",
20477,Spigelia chocoensis,Spigelia chocoensis Fern.Casas,"('CLM',)",
20478,Spigelia cipoensis,Spigelia cipoensis Zappi,"('BZL',)",
