,accepted_ipni_id,accepted_name,accepted_name_w_author,accepted_family,accepted_rank,accepted_parent,accepted_parent_w_author,accepted_parent_ipni_id,accepted_parent_rank,plant_name_id,ipni_id,taxon_rank,taxon_status,family,genus_hybrid,genus,species_hybrid,species,infraspecific_rank,infraspecies,parenthetical_author,primary_author,publication_author,place_of_publication,volume_and_page,first_published,nomenclatural_remarks,geographic_area,lifeform_description,climate_description,taxon_name,taxon_authors,accepted_plant_name_id,basionym_plant_name_id,replaced_synonym_author,homotypic_synonym,parent_plant_name_id,powo_id,hybrid_formula,reviewed,accepted_species,accepted_species_w_author,accepted_species_ipni_id,native_tdwg3_codes,intro_tdwg3_codes
920,331944-2,Schultesia,Schultesia Mart.,Gentianaceae,Genus,,,,,2873014,331944-2,Genus,Accepted,Gentianaceae,,Schultesia,,,,,,Mart.,,Nov. Gen. Sp. Pl. Bras., 2: 103,(1827),", nom. cons.","Mexico to Trop. America, W. Trop. Africa to Chad",,,Schultesia,Mart.,2873014,,,,,331944-2,,N,,,,"('AGE', 'BKN', 'BLZ', 'BOL', 'BZC', 'BZE', 'BZL', 'BZN', 'BZS', 'CHA', 'CLM', 'COS', 'CUB', 'DOM', 'ECU', 'ELS', 'FRG', 'GAM', 'GNB', 'GUA', 'GUI', 'GUY', 'HAI', 'HON', 'JAM', 'MLI', 'MXE', 'MXG', 'MXN', 'MXS', 'MXT', 'NGR', 'NIC', 'PAN', 'PAR', 'PUE', 'SEN', 'SIE', 'SUR', 'TRT', 'URU', 'VEN')",
921,35323-1,Schumanniophyton,Schumanniophyton Harms,Rubiaceae,Genus,,,,,188458,35323-1,Genus,Accepted,Rubiaceae,,Schumanniophyton,,,,,,Harms,H.G.A.Engler & K.A.E.Prantl,Nat. Pflanzenfam.,", Nachtr. 1: 313",(1897),,W. Trop. Africa to N. Angola,,,Schumanniophyton,Harms,188458,202573,K.Schum.,,,35323-1,,Y,,,,"('ANG', 'CAB', 'CAF', 'CMN', 'CON', 'GAB', 'GHA', 'IVO', 'LBR', 'NGA', 'ZAI')",
922,295686-2,Schwendenera,Schwendenera K.Schum.,Rubiaceae,Genus,,,,,188473,295686-2,Genus,Accepted,Rubiaceae,,Schwendenera,,,,,,K.Schum.,,Sitzungsber. Ges. Naturf. Freunde Berlin, 1886: 157,(1887),,SE. & S. Brazil,,,Schwendenera,K.Schum.,188473,,,,,295686-2,,Y,,,,"('BZL', 'BZS')",
923,60445140-2,Scleromitrion,Scleromitrion (Wight & Arn.) Meisn.,Rubiaceae,Genus,,,,,188730,60445140-2,Genus,Accepted,Rubiaceae,,Scleromitrion,,,,,Wight & Arn.,Meisn.,,Pl. Vasc. Gen., 5(Tab. Diagn.): 160,(1838),,Trop. & Subtrop. Asia to W. Pacific,,,Scleromitrion,(Wight & Arn.) Meisn.,188730,,,,,60445140-2,,Y,,,,"('AND', 'ASS', 'BAN', 'BIS', 'BOR', 'CBD', 'CHC', 'CHH', 'CHS', 'CRL', 'EHM', 'FIJ', 'GIL', 'IND', 'JAP', 'JAW', 'KOR', 'KZN', 'LAO', 'LSI', 'MLY', 'MOL', 'MYA', 'NCB', 'NEP', 'NNS', 'NSW', 'NTA', 'NWC', 'NWG', 'PHI', 'QLD', 'SOL', 'SRL', 'SUL', 'SUM', 'TAI', 'THA', 'VAN', 'VIE', 'WAU')",
924,35330-1,Scolosanthus,Scolosanthus Vahl,Rubiaceae,Genus,,,,,188766,35330-1,Genus,Accepted,Rubiaceae,,Scolosanthus,,,,,,Vahl,,Eclog. Amer., 1: 11,(1797),,Caribbean,,,Scolosanthus,Vahl,188766,,,,,35330-1,,Y,,,,"('BAH', 'CAY', 'CUB', 'DOM', 'HAI', 'JAM', 'LEE', 'PUE')",
925,327890-2,Scyphiphora,Scyphiphora C.F.Gaertn.,Rubiaceae,Genus,,,,,189890,327890-2,Genus,Accepted,Rubiaceae,,Scyphiphora,,,,,,C.F.Gaertn.,,Suppl. Carp.,: 91,(1806),,"Coasts of Madagascar, E. India to W. Pacific",,,Scyphiphora,C.F.Gaertn.,189890,,,,,327890-2,,Y,,,,"('AND', 'BIS', 'BOR', 'CBD', 'CHH', 'CRL', 'IND', 'JAW', 'LSI', 'MDG', 'MLY', 'MOL', 'NTA', 'NWC', 'NWG', 'PHI', 'QLD', 'SOL', 'SRL', 'SUL', 'SUM', 'THA', 'VIE')",
926,35333-1,Scyphostachys,Scyphostachys Thwaites,Rubiaceae,Genus,,,,,189895,35333-1,Genus,Accepted,Rubiaceae,,Scyphostachys,,,,,,Thwaites,,Enum. Pl. Zeyl.,: 157,(1859),,Sri Lanka,,,Scyphostachys,Thwaites,189895,,,,,35333-1,,Y,,,,"('SRL',)",
927,295477-2,Scyphostelma,Scyphostelma Baill.,Apocynaceae,Genus,,,,,511487,295477-2,Genus,Accepted,Apocynaceae,,Scyphostelma,,,,,,Baill.,,Hist. Pl., 10: 252,(1890),,Costa Rica to Venezuela and Bolivia,,,Scyphostelma,Baill.,511487,,,,,295477-2,,Y,,,,"('BOL', 'CLM', 'COS', 'ECU', 'PAN', 'PER', 'VEN')",
928,16717-1,Sebaea,Sebaea Sol. ex R.Br.,Gentianaceae,Genus,,,,,2589780,16717-1,Genus,Accepted,Gentianaceae,,Sebaea,,,,,,Sol. ex R.Br.,,Prodr. Fl. Nov. Holland.,: 451,(1810),,"Trop. & S. Africa, Madagascar, SW. Arabian Pen., Himalaya to SC. China, Australia, New Zealand",,,Sebaea,Sol. ex R.Br.,2589780,,,,,16717-1,,N,,,,"('ANG', 'ASS', 'BOT', 'BUR', 'CHC', 'CMN', 'CPP', 'EHM', 'ETH', 'GGI', 'KEN', 'LES', 'MDG', 'MLW', 'MOZ', 'NAM', 'NAT', 'NEP', 'NGA', 'NSW', 'NZN', 'OFS', 'QLD', 'RWA', 'SOA', 'SOC', 'SWZ', 'TAN', 'TAS', 'TVL', 'UGA', 'VIC', 'WAU', 'YEM', 'ZAI', 'ZAM', 'ZIM')",
929,30167675-2,Secamone,Secamone R.Br.,Apocynaceae,Genus,,,,,511521,30167675-2,Genus,Accepted,Apocynaceae,,Secamone,,,,,,R.Br.,,Prodr. Fl. Nov. Holland.,: 464,(1810),,Trop. & Subtrop. Old World to W. Pacific,,,Secamone,R.Br.,511521,,,,,30167675-2,,Y,,,,"('ALD', 'AND', 'ANG', 'BEN', 'BIS', 'BKN', 'BOR', 'BOT', 'BUR', 'CAB', 'CAF', 'CBD', 'CHC', 'CHH', 'CHS', 'CMN', 'COM', 'CON', 'CPP', 'CRL', 'ETH', 'GAB', 'GAM', 'GGI', 'GHA', 'GNB', 'GUI', 'IND', 'IVO', 'JAW', 'KEN', 'LAO', 'LBR', 'LSI', 'MAU', 'MDG', 'MLW', 'MLY', 'MOZ', 'MYA', 'NAM', 'NAT', 'NGA', 'NSW', 'NTA', 'NWC', 'NWG', 'OFS', 'PHI', 'QLD', 'REU', 'ROD', 'RWA', 'SEN', 'SEY', 'SIE', 'SOC', 'SOM', 'SRL', 'SUD', 'SUL', 'SUM', 'SWZ', 'TAI', 'TAN', 'THA', 'TOG', 'TVL', 'UGA', 'VIE', 'WAU', 'ZAI', 'ZAM', 'ZIM')",
930,3692-1,Secamonopsis,Secamonopsis Jum.,Apocynaceae,Genus,,,,,511743,3692-1,Genus,Accepted,Apocynaceae,,Secamonopsis,,,,,,Jum.,,Compt. Rend. Hebd. Séances Acad. Sci., 147: 689,(1908),,Madagascar,,,Secamonopsis,Jum.,511743,,,,,3692-1,,Y,,,,"('MDG',)",
931,329003-2,Secondatia,Secondatia A.DC.,Apocynaceae,Genus,,,,,190303,329003-2,Genus,Accepted,Apocynaceae,,Secondatia,,,,,,A.DC.,A.P.de Candolle,Prodr., 8: 445,(1844),,"Jamaica, S. Trop. America",,,Secondatia,A.DC.,190303,,,,,329003-2,,Y,,,,"('BOL', 'BZC', 'BZE', 'BZL', 'BZN', 'CLM', 'ECU', 'FRG', 'GUY', 'JAM', 'PAR', 'PER', 'SUR', 'VEN')",
932,297356-2,Senaea,Senaea Taub.,Gentianaceae,Genus,,,,,2590323,297356-2,Genus,Accepted,Gentianaceae,,Senaea,,,,,,Taub.,,Bot. Jahrb. Syst., 17: 515,(1893),,SE. Brazil,,,Senaea,Taub.,2590323,,,,,297356-2,,N,,,,"('BZL',)",
933,35336-1,Sericanthe,Sericanthe Robbr.,Rubiaceae,Genus,,,,,190789,35336-1,Genus,Accepted,Rubiaceae,,Sericanthe,,,,,,Robbr.,,Bull. Jard. Bot. Natl. Belg., 48: 27,(1978),,Trop. & S. Africa,,,Sericanthe,Robbr.,190789,,,,,35336-1,,Y,,,,"('ANG', 'BEN', 'BKN', 'BUR', 'CAF', 'CHA', 'CMN', 'CON', 'EQG', 'GAB', 'GHA', 'GNB', 'GUI', 'IVO', 'LBR', 'MLI', 'MLW', 'MOZ', 'NGA', 'RWA', 'SEN', 'SIE', 'TAN', 'TOG', 'TVL', 'ZAI', 'ZAM', 'ZIM')",
934,77203853-1,Seychellea,"Seychellea Razafim., Kainul. & Rydin",Rubiaceae,Genus,,,,,535656,77203853-1,Genus,Accepted,Rubiaceae,,Seychellea,,,,,,"Razafim., Kainul. & Rydin",,Molec. Phylogen. Evol., 143-106685: 7,(2019),,Seychelles,,,Seychellea,"Razafim., Kainul. & Rydin",535656,,,,,77203853-1,,Y,,,,"('SEY',)",
935,298108-2,Shaferocharis,Shaferocharis Urb.,Rubiaceae,Genus,,,,,190915,298108-2,Genus,Accepted,Rubiaceae,,Shaferocharis,,,,,,Urb.,,Symb. Antill., 7: 412,(1912),,Cuba,,,Shaferocharis,Urb.,190915,,,,,298108-2,,Y,,,,"('CUB',)",
936,77309023-1,Shaolinchiana,Shaolinchiana S.S.Ying,Rubiaceae,Genus,,,,,3295724,77309023-1,Genus,Accepted,Rubiaceae,,Shaolinchiana,,,,,,S.S.Ying,,New Taxa New Names, 5: 1,(2022),,Taiwan,,,Shaolinchiana,S.S.Ying,3295724,,,,,77309023-1,,Y,,,,"('TAI',)",
937,35341-1,Sherardia,Sherardia L.,Rubiaceae,Genus,,,,,190923,35341-1,Genus,Accepted,Rubiaceae,,Sherardia,,,,,,L.,,Sp. Pl.,: 102,(1753),,"Macaronesia, Europe and Medit to W. Asia",,,Sherardia,L.,190923,,,,,35341-1,,Y,,,,"('ALB', 'ALG', 'ALT', 'AUT', 'AZO', 'BAL', 'BGM', 'BLR', 'BLT', 'BUL', 'CNY', 'COR', 'CYP', 'CZE', 'DEN', 'EAI', 'FIN', 'FRA', 'GER', 'GRB', 'GRC', 'HUN', 'IRE', 'IRN', 'IRQ', 'ITA', 'KAZ', 'KRI', 'KRY', 'LBS', 'LBY', 'MDR', 'MOR', 'NCS', 'NET', 'NOR', 'PAL', 'POL', 'POR', 'ROM', 'RUC', 'RUE', 'RUN', 'RUS', 'SAR', 'SAU', 'SEL', 'SIC', 'SIN', 'SPA', 'SWE', 'SWI', 'TCS', 'TKM', 'TUE', 'TUN', 'TUR', 'UKR', 'WSB', 'YUG')","('AGE', 'AGW', 'BER', 'BOL', 'BRC', 'CAL', 'CHS', 'CLC', 'CLM', 'COS', 'CPP', 'CRZ', 'CTM', 'CUB', 'ECU', 'ETH', 'HAI', 'HAW', 'ILL', 'KER', 'KTY', 'MOZ', 'MRY', 'MXC', 'NAT', 'NFK', 'NSW', 'NWY', 'NZN', 'NZS', 'PEN', 'PER', 'PRM', 'RUW', 'SOA', 'SUD', 'TAI', 'TAS', 'TEN', 'URU', 'VER', 'VIC', 'WAU', 'ZIM')"
938,35342-1,Sherbournia,Sherbournia G.Don,Rubiaceae,Genus,,,,,190941,35342-1,Genus,Accepted,Rubiaceae,,Sherbournia,,,,,,G.Don,J.C.Loudon,Encycl. Pl.,", new ed., Suppl. 2: 1303",(1855),,Trop. Africa,,,Sherbournia,G.Don,190941,,,,,35342-1,,Y,,,,"('ANG', 'BEN', 'CAB', 'CAF', 'CMN', 'CON', 'EQG', 'GAB', 'GGI', 'GHA', 'GUI', 'IVO', 'LBR', 'NGA', 'SIE', 'SUD', 'TOG', 'UGA', 'ZAI', 'ZAM')",
939,3695-1,Sicyocarpus,Sicyocarpus Bojer,Apocynaceae,Genus,,,,,511758,3695-1,Genus,Accepted,Apocynaceae,,Sicyocarpus,,,,,,Bojer,,Hortus Maurit.,: 214,(1837),,Madagascar,,,Sicyocarpus,Bojer,511758,,,,,3695-1,,Y,,,,"('MDG',)",
940,296660-2,Siemensia,Siemensia Urb.,Rubiaceae,Genus,,,,,192197,296660-2,Genus,Accepted,Rubiaceae,,Siemensia,,,,,,Urb.,,Symb. Antill., 9: 143,(1923),,W. Cuba,,,Siemensia,Urb.,192197,,,,,296660-2,,Y,,,,"('CUB',)",
941,30018402-2,Simira,Simira Aubl.,Rubiaceae,Genus,,,,,192299,30018402-2,Genus,Accepted,Rubiaceae,,Simira,,,,,,Aubl.,,Hist. Pl. Guiane, 1: 170,(1775),,Mexico to S. Trop. America,,,Simira,Aubl.,192299,,,,,30018402-2,,Y,,,,"('AGE', 'BLZ', 'BOL', 'BZC', 'BZE', 'BZL', 'BZN', 'BZS', 'CLM', 'COS', 'ECU', 'ELS', 'FRG', 'GUA', 'HON', 'MXC', 'MXE', 'MXG', 'MXS', 'MXT', 'NIC', 'PAN', 'PAR', 'PER', 'SUR', 'VEN', 'VNA')",
942,2568-1,Sindechites,Sindechites Oliv.,Apocynaceae,Genus,,,,,192360,2568-1,Genus,Accepted,Apocynaceae,,Sindechites,,,,,,Oliv.,,Hooker's Icon. Pl., 18: t. 1772 A,(1888),,S. China,,,Sindechites,Oliv.,192360,,,,,2568-1,,Y,,,,"('CHC', 'CHS')",
943,77160553-1,Singaporandia,Singaporandia K.M.Wong,Rubiaceae,Genus,,,,,526813,77160553-1,Genus,Accepted,Rubiaceae,,Singaporandia,,,,,,K.M.Wong,,Sandakania, 21: 53,(2016),,Pen. Thailand to Sumatera,,,Singaporandia,K.M.Wong,526813,,,,,77160553-1,,Y,,,,"('MLY', 'SUM', 'THA')",
944,77138773-1,Sinogentiana,Sinogentiana Adr.Favre & Y.M.Yuan,Gentianaceae,Genus,,,,,2998353,77138773-1,Genus,Accepted,Gentianaceae,,Sinogentiana,,,,,,Adr.Favre & Y.M.Yuan,,Taxon, 63: 351,(2014),,China,,,Sinogentiana,Adr.Favre & Y.M.Yuan,2998353,,,,,77138773-1,,N,,,,"('CHC', 'CHI', 'CHN', 'CHQ')",
945,997646-1,Sinomarsdenia,Sinomarsdenia P.T.Li & J.J.Chen,Apocynaceae,Genus,,,,,511760,997646-1,Genus,Accepted,Apocynaceae,,Sinomarsdenia,,,,,,P.T.Li & J.J.Chen,,J. S. China Agric. Univ., 18(1): 39,(1997),,S. China,,,Sinomarsdenia,P.T.Li & J.J.Chen,511760,,,,,997646-1,,Y,,,,"('CHC',)",
946,77131142-1,Sinoswertia,"Sinoswertia T.N.Ho, S.W.Liu & J.Q.Liu",Gentianaceae,Genus,,,,,2998442,77131142-1,Genus,Accepted,Gentianaceae,,Sinoswertia,,,,,,"T.N.Ho, S.W.Liu & J.Q.Liu",,Pl. Diversity Resources, 35: 398,(2013),,W. & C. China,,,Sinoswertia,"T.N.Ho, S.W.Liu & J.Q.Liu",2998442,,,,,77131142-1,,N,,,,"('CHC', 'CHI', 'CHN', 'CHQ', 'CHT')",
947,35355-1,Sipanea,Sipanea Aubl.,Rubiaceae,Genus,,,,,192388,35355-1,Genus,Accepted,Rubiaceae,,Sipanea,,,,,,Aubl.,,Hist. Pl. Guiane, 1: 147,(1775),,Trinidad to C. & S. Trop. America,,,Sipanea,Aubl.,192388,,,,,35355-1,,Y,,,,"('BOL', 'BZC', 'BZE', 'BZL', 'BZN', 'CLM', 'COS', 'FRG', 'GUY', 'NIC', 'PAN', 'PAR', 'PER', 'SUR', 'TRT', 'VEN')",
948,296664-2,Sipaneopsis,Sipaneopsis Steyerm.,Rubiaceae,Genus,,,,,192440,296664-2,Genus,Accepted,Rubiaceae,,Sipaneopsis,,,,,,Steyerm.,,Mem. New York Bot. Gard., 17(1): 284,(1967),,Colombia to S. Venezuela and N. Brazil,,,Sipaneopsis,Steyerm.,192440,,,,,296664-2,,Y,,,,"('BZN', 'CLM', 'VEN')",
949,925197-1,Sipapoantha,Sipapoantha Maguire & B.M.Boom,Gentianaceae,Genus,,,,,2590319,925197-1,Genus,Accepted,Gentianaceae,,Sipapoantha,,,,,,Maguire & B.M.Boom,,Mem. New York Bot. Gard., 51: 23,(1989),,Venezuela to N. Brazil,,,Sipapoantha,Maguire & B.M.Boom,2590319,,,,,925197-1,,N,,,,"('BZN', 'VEN')",
950,35360-1,Siphonandrium,Siphonandrium K.Schum.,Rubiaceae,Genus,,,,,192465,35360-1,Genus,Accepted,Rubiaceae,,Siphonandrium,,,,,,K.Schum.,K.M.Schumann & C.A.G.Lauterbach,Fl. Schutzgeb. Südsee,", Nachtr.: 394",(1905),,New Guinea,,,Siphonandrium,K.Schum.,192465,,,,,35360-1,,Y,,,,"('NWG',)",
951,3697-1,Sisyranthus,Sisyranthus E.Mey.,Apocynaceae,Genus,,,,,511764,3697-1,Genus,Accepted,Apocynaceae,,Sisyranthus,,,,,,E.Mey.,,Comm. Pl. Afr. Austr.,: 197,(1838),,E. Zimbabwe to S. Africa,,,Sisyranthus,E.Mey.,511764,,,,,3697-1,,Y,,,,"('CPP', 'LES', 'MOZ', 'NAT', 'OFS', 'SWZ', 'TVL', 'ZIM')",
952,2570-1,Skytanthus,Skytanthus Meyen,Apocynaceae,Genus,,,,,192570,2570-1,Genus,Accepted,Apocynaceae,,Skytanthus,,,,,,Meyen,,Observ. Bot., 1: 376,(1834),,"Brazil, Peru to Chile",,,Skytanthus,Meyen,192570,,,,,2570-1,,Y,,,,"('BZE', 'BZL', 'CLC', 'CLN')",
953,20008733-1,Socotrella,Socotrella Bruyns & A.G.Mill.,Apocynaceae,Genus,,,,,511789,20008733-1,Genus,Accepted,Apocynaceae,,Socotrella,,,,,,Bruyns & A.G.Mill.,,Novon, 12: 330,(2002),,Socotra,,,Socotrella,Bruyns & A.G.Mill.,511789,,,,,20008733-1,,Y,,,,"('SOC',)",
954,35363-1,Solenandra,Solenandra Hook.f.,Rubiaceae,Genus,,,,,192825,35363-1,Genus,Accepted,Rubiaceae,,Solenandra,,,,,,Hook.f.,G.Bentham & J.D.Hooker,Gen. Pl., 2: 43,(1873),,"Mexico to C. America, Caribbean",,,Solenandra,Hook.f.,192825,,,,,35363-1,,Y,,,,"('BLZ', 'COS', 'CUB', 'DOM', 'ELS', 'GUA', 'HAI', 'HON', 'JAM', 'MXE', 'MXG', 'MXS', 'MXT', 'NIC', 'PAN', 'PUE', 'TRT', 'WIN')",
955,3701-1,Solenostemma,Solenostemma Hayne,Apocynaceae,Genus,,,,,511795,3701-1,Genus,Accepted,Apocynaceae,,Solenostemma,,,,,,Hayne,,Getreue Darstell. Gew., 9: t. 38,(1825),,Sahara to NW. Saudi Arabia,,,Solenostemma,Hayne,511795,,,,,3701-1,,Y,,,,"('ALG', 'CHA', 'EGY', 'LBY', 'MLI', 'NGR', 'PAL', 'SAU', 'SIN', 'SUD')",
956,35365-1,Sommera,Sommera Schltdl.,Rubiaceae,Genus,,,,,192903,35365-1,Genus,Accepted,Rubiaceae,,Sommera,,,,,,Schltdl.,,Linnaea, 9: 602,(1835),,Mexico to Peru,,,Sommera,Schltdl.,192903,,,,,35365-1,,Y,,,,"('BZN', 'CLM', 'COS', 'ECU', 'GUA', 'HON', 'MXC', 'MXG', 'MXN', 'MXS', 'MXT', 'NIC', 'PAN', 'PER')",
957,326325-2,Spermacoce,Spermacoce L.,Rubiaceae,Genus,,,,,193370,326325-2,Genus,Accepted,Rubiaceae,,Spermacoce,,,,,,L.,,Sp. Pl.,: 102,(1753),,Tropics & Subtropics,,,Spermacoce,L.,193370,,,,,326325-2,,Y,,,,"('AGE', 'AGW', 'ALA', 'AND', 'ANG', 'ARK', 'ARU', 'ASS', 'BAH', 'BAN', 'BEN', 'BER', 'BKN', 'BLZ', 'BOL', 'BOR', 'BOT', 'BUR', 'BZC', 'BZE', 'BZL', 'BZN', 'BZS', 'CAF', 'CAY', 'CBD', 'CHA', 'CHC', 'CHH', 'CHS', 'CLM', 'CLN', 'CMN', 'COM', 'CON', 'COS', 'CPI', 'CPP', 'CPV', 'CUB', 'DOM', 'ECU', 'EHM', 'ELS', 'ERI', 'ETH', 'FIJ', 'FLA', 'FRG', 'GAB', 'GAL', 'GAM', 'GEO', 'GGI', 'GHA', 'GNB', 'GUA', 'GUI', 'GUY', 'HAI', 'HON', 'ILL', 'IND', 'INI', 'IVO', 'JAM', 'JAP', 'JAW', 'KAN', 'KEN', 'KTY', 'LAO', 'LBR', 'LEE', 'LOU', 'LSI', 'MAU', 'MDG', 'MDV', 'MLI', 'MLW', 'MLY', 'MOL', 'MOZ', 'MRY', 'MSI', 'MSO', 'MTN', 'MXC', 'MXE', 'MXG', 'MXI', 'MXN', 'MXS', 'MXT', 'MYA', 'NAM', 'NAT', 'NCB', 'NEP', 'NGA', 'NGR', 'NIC', 'NLA', 'NNS', 'NSW', 'NTA', 'NWG', 'OHI', 'OKL', 'PAK', 'PAN', 'PAR', 'PEN', 'PER', 'PHI', 'PUE', 'QLD', 'REU', 'RWA', 'SCA', 'SCS', 'SEN', 'SIE', 'SOL', 'SOM', 'SRL', 'SUD', 'SUL', 'SUM', 'SUR', 'SWC', 'SWZ', 'TAI', 'TAN', 'TCI', 'TEN', 'TEX', 'THA', 'TOG', 'TRT', 'TVL', 'UGA', 'URU', 'VAN', 'VEN', 'VIE', 'VNA', 'VRG', 'WAU', 'WHM', 'WIN', 'YEM', 'ZAI', 'ZAM', 'ZIM')","('ASC', 'CAB', 'CGS', 'CKI', 'CNY', 'COO', 'CRL', 'CVI', 'GIL', 'HAW', 'LIN', 'MRN', 'NRU', 'NUE', 'NWC', 'SAM', 'SCI', 'TOK', 'TON', 'TUB', 'WAL', 'XMS')"
958,35371-1,Spermadictyon,Spermadictyon Roxb.,Rubiaceae,Genus,,,,,193953,35371-1,Genus,Accepted,Rubiaceae,,Spermadictyon,,,,,,Roxb.,,Pl. Coromandel, 3: 32,(1815),,Indian Subcontinent,,,Spermadictyon,Roxb.,193953,,,,,35371-1,,Y,,,,"('BAN', 'EHM', 'IND', 'NEP', 'PAK', 'WHM')","('CHT',)"
959,35373-1,Sphinctanthus,Sphinctanthus Benth.,Rubiaceae,Genus,,,,,194089,35373-1,Genus,Accepted,Rubiaceae,,Sphinctanthus,,,,,,Benth.,,J. Bot. (Hooker), 3: 212,(1841),,S. Trop. America,,,Sphinctanthus,Benth.,194089,,,,,35373-1,,Y,,,,"('BOL', 'BZC', 'BZE', 'BZL', 'BZN', 'CLM', 'ECU', 'PAR', 'PER', 'VEN')",
960,60434592-2,Spigelia,Spigelia L.,Loganiaceae,Genus,,,,,2598660,60434592-2,Genus,Accepted,Loganiaceae,,Spigelia,,,,,,L.,,Sp. Pl.,: 149,(1753),,C. & SE. U.S.A. to Trop. & Subtrop. America,,,Spigelia,L.,2598660,,,,,60434592-2,,N,,,,"('AGE', 'AGW', 'ALA', 'ARK', 'ARU', 'BAH', 'BLZ', 'BOL', 'BZC', 'BZE', 'BZL', 'BZN', 'BZS', 'CAY', 'CLM', 'COS', 'CUB', 'DOM', 'ECU', 'ELS', 'FLA', 'FRG', 'GEO', 'GUA', 'GUY', 'HAI', 'HON', 'ILL', 'INI', 'JAM', 'KTY', 'LEE', 'LOU', 'MSI', 'MSO', 'MXC', 'MXE', 'MXG', 'MXN', 'MXS', 'MXT', 'NCA', 'NIC', 'NLA', 'OKL', 'PAN', 'PAR', 'PER', 'PUE', 'SCA', 'SUR', 'SWC', 'TCI', 'TEN', 'TEX', 'TRT', 'URU', 'VEN', 'VNA', 'VRG', 'WIN')","('BEN', 'BIS', 'BKN', 'CAF', 'CHH', 'CMN', 'CON', 'GAB', 'GHA', 'GUI', 'IND', 'IVO', 'JAW', 'LBR', 'LSI', 'MLI', 'MLY', 'MRY', 'NGA', 'SEN', 'SIE', 'SRL', 'SUM', 'THA', 'TOG', 'ZAI')"
961,331979-2,Spirolobium,Spirolobium Baill.,Apocynaceae,Genus,,,,,194604,331979-2,Genus,Accepted,Apocynaceae,,Spirolobium,,,,,,Baill.,,Bull. Mens. Soc. Linn. Paris, 1: 773,(1889),", nom. cons.",Indo-China to W. Malesia,,,Spirolobium,Baill.,194604,,,,,331979-2,,Y,,,,"('BOR', 'CBD', 'LAO', 'MLY', 'THA', 'VIE')",
962,925320-1,Spongiosperma,Spongiosperma Zarucchi,Apocynaceae,Genus,,,,,194644,925320-1,Genus,Accepted,Apocynaceae,,Spongiosperma,,,,,,Zarucchi,,Agric. Univ. Wageningen Pap., 87: 48,(1987 publ. 1988),,S. Trop. America,,,Spongiosperma,Zarucchi,194644,,Pichon,,,925320-1,,Y,,,,"('BZE', 'BZN', 'CLM', 'VEN')",
963,35379-1,Squamellaria,Squamellaria Becc.,Rubiaceae,Genus,,,,,194659,35379-1,Genus,Accepted,Rubiaceae,,Squamellaria,,,,,,Becc.,,Malesia, 2: 228,(1886),,Solomon Is. to SW. Pacific,,,Squamellaria,Becc.,194659,,,,,35379-1,,Y,,,,"('FIJ', 'SOL', 'VAN')",
964,35380-1,Stachyarrhena,Stachyarrhena Hook.f.,Rubiaceae,Genus,,,,,194674,35380-1,Genus,Accepted,Rubiaceae,,Stachyarrhena,,,,,,Hook.f.,,Hooker's Icon. Pl., 11: t. 1068,(1870),,Panama to S. Trop. America,,,Stachyarrhena,Hook.f.,194674,,,,,35380-1,,Y,,,,"('BOL', 'BZC', 'BZE', 'BZL', 'BZN', 'CLM', 'ECU', 'FRG', 'GUY', 'PAN', 'PER', 'VEN')",
965,30051118-2,Staelia,Staelia Cham. & Schltdl.,Rubiaceae,Genus,,,,,196031,30051118-2,Genus,Accepted,Rubiaceae,,Staelia,,,,,,Cham. & Schltdl.,,Linnaea, 3: 364,(1828),,Brazil to N. Argentina,,,Staelia,Cham. & Schltdl.,196031,,,,,30051118-2,,Y,,,,"('AGE', 'AGW', 'BOL', 'BZC', 'BZE', 'BZL', 'BZN', 'BZS', 'PAR', 'URU')",
966,295515-2,Standleya,Standleya Brade,Rubiaceae,Genus,,,,,196053,295515-2,Genus,Accepted,Rubiaceae,,Standleya,,,,,,Brade,,Arq. Mus. Nac. Rio de Janeiro, 34: 119,(1932),,E. Brazil,,,Standleya,Brade,196053,,,,,295515-2,,Y,,,,"('BZE', 'BZL')",
967,331981-2,Stapelia,Stapelia L.,Apocynaceae,Genus,,,,,511845,331981-2,Genus,Accepted,Apocynaceae,,Stapelia,,,,,,L.,,Sp. Pl.,: 217,(1753),", nom. cons.",S. Trop. & S. Africa,,,Stapelia,L.,511845,,,,,331981-2,,Y,,,,"('ANG', 'BOT', 'CPP', 'LES', 'MLW', 'MOZ', 'NAM', 'NAT', 'OFS', 'SWZ', 'TVL', 'ZAM', 'ZIM')","('HAW', 'IND', 'KEN', 'TAN')"
968,3713-1,Stapelianthus,Stapelianthus Choux ex A.C.White & B.Sloane,Apocynaceae,Genus,,,,,512337,3713-1,Genus,Accepted,Apocynaceae,,Stapelianthus,,,,,,Choux ex A.C.White & B.Sloane,,Stapelieae,: 71,(1933),,Madagascar,,,Stapelianthus,Choux ex A.C.White & B.Sloane,512337,512352,Choux,,,3713-1,,Y,,,,"('MDG',)",
